x y
37.2206935756573 1.01236074740411
33.8373602558446 -3.36263923511343
34.6540269192477 -3.58763923421434
39.1040269014643 12.3206940355494
34.1790269211459 8.10402738573254
36.9206935768562 -5.22097256102089
35.9206935808524 -2.9793059033119
35.4873602492508 -5.09597256152038
39.9623602313676 9.01236071543618
33.6373602566439 -8.63763921403459
38.4956935705621 14.195694028057
37.4790269079583 -2.89597257031156
39.5956935661662 9.34569404743752
38.5290269037622 11.9123607038478
34.6790269191478 12.9873606995521
35.8456935811522 6.53736072532626
37.8456935731596 -4.42930589751771
36.6373602446551 5.16236073082074
32.6123602607401 -7.23763921962897
39.3373602338652 8.00402738613214
36.3040269126539 11.7790273710473
36.9373602434562 -0.437639246801709
39.2373602342648 -1.57097257560625
38.7123602363629 8.62902738363464
38.2706935714612 -3.93763923281574
35.4790269159508 -4.43763923081774
38.8373602358634 12.0206940367482
36.2540269128537 4.36236073401754
35.4956935825508 -2.22930590630889
31.254026932835 2.18736074270882
39.0873602348643 7.21236072262896
35.6706935818515 10.4790273762421
34.0040269218453 8.16236071883277
35.1623602505496 -5.89597255832359
34.737360252248 0.779027415003171
30.0873602708306 -0.795972578703143
39.3790269003654 -4.19597256511678
36.3540269124541 9.86236071203959
37.137360242657 1.09569408040444
32.2040269290385 0.995694080804036
34.0373602550454 7.72902738723104
30.1790269371309 0.587360749102402
29.5040269398284 -0.312639247301206
30.4456936027319 1.70402741130688
33.5623602569436 8.32069405153341
37.9206935728599 -2.07930590690829
33.2290269249424 -1.07930591090428
38.1540269052608 13.6873606967549
36.1623602465533 -4.46263923071785
30.9206936008337 2.15402740950869
32.3456935951391 0.445694083001833
39.6290268993663 -0.120972581400437
35.2206935836498 6.34569405942549
38.3123602379614 -2.32097257260926
37.3873602416579 -6.16263922392466
36.079026913553 13.3206940315535
37.9873602392602 9.62902737963865
33.0956935921419 10.220694043941
38.5540269036623 -5.52097255982209
30.8706936010335 0.0873607511003982
38.5206935704622 12.3290273688495
36.3873602456542 -5.36263922712146
37.8956935729598 14.1040273617566
35.012360251149 -1.43763924280572
40.5123602291696 10.0956940444405
33.7623602561444 -7.37930588572954
37.3540269084578 7.4956940548301
37.8706935730597 -5.93763922482376
35.4956935825508 -5.90430589162362
39.8290268985671 -6.4209725562257
36.6373602446551 -6.54597255572619
35.6123602487513 -5.87097255842349
35.2373602502499 -1.74597257490695
38.8373602358634 -1.72097257500685
34.9873602512489 6.71236072462696
32.3956935949392 2.16236074280872
39.9956935645677 8.99569404883611
34.7206935856479 -5.07930589492032
34.8123602519483 10.0623607112404
38.1706935718609 7.88736071993167
37.6123602407588 6.72069405792699
34.2956935873463 -0.370972580401443
36.4540269120544 6.74569405782709
35.1373602506495 -1.72930590830688
34.7706935854481 2.55402740791029
35.7373602482517 8.99569404883611
35.9873602472527 7.88736071993167
35.3790269163504 -4.84597256251939
37.1206935760569 0.487360749502002
33.9956935885452 9.97902737824006
36.5040269118546 4.62069406631857
33.5623602569436 -2.9293059035117
39.4540269000657 12.7456940338511
37.4373602414581 -1.16263924390461
38.3873602376617 -0.495972579901938
35.7706935814519 9.31236071423738
34.7623602521481 -6.48763922262597
39.8873602316673 7.12902738962863
39.6373602326663 -4.84597256251939
33.8373602558446 -3.7043059004148
38.2623602381612 9.77069404573922
34.8290269185484 -1.84597257450736
36.1290269133532 -6.70430588842683
36.9790269099564 11.3956940392457
35.6623602485515 12.0706940365484
33.6123602567438 7.8956940532317
36.1373602466532 13.4040273645538
38.5706935702623 -1.79597257470715
37.2540269088574 7.88736071993167
35.3373602498502 -6.56263922232626
32.1040269294381 -2.17097257320866
35.2123602503498 0.970694080903939
39.8540268984672 -2.5543059050102
34.2623602541462 9.57069404653842
37.6040269074587 12.204027369349
33.0456935923417 1.44569407900585
38.0123602391603 6.29569405962529
36.5206935784547 12.1623607028488
36.879026910356 -5.72097255902289
35.3956935829505 0.804027414903274
38.0540269056604 13.5623606972544
37.0373602430566 -2.53763923841013
35.2123602503498 12.6623607008508
37.9290269061599 9.27902738103725
35.9123602475524 -1.18763924380472
39.3373602338652 1.09569408040444
34.204026921046 -3.56263923431424
36.7206935776554 0.0290274180001617
37.7623602401593 12.9040273665518
34.7873602520482 7.55402738793033
39.2456935675649 -2.68763923781073
29.8956936049299 -1.36263924310541
38.7040269030629 13.3373606981535
38.0456935723604 -4.11263923211644
38.2373602382611 9.02902738203625
38.1290269053607 10.1456940442407
29.92069360483 -1.35430590980538
29.8040269386295 0.545694082602232
32.9373602594413 -7.77930588413114
34.729026918948 6.80402739092733
36.595693578155 -4.57930589691831
35.2373602502499 -2.44597257210976
38.5456935703623 8.35402738473354
30.7540269348331 -0.0376392484001045
38.3456935711615 12.1790273694489
30.5040269358322 -1.05430591100418
35.537360249051 -5.16263922792065
35.6123602487513 13.8956940292558
35.5790269155512 4.63736073291864
34.0206935884453 2.34569407540945
37.7206935736592 6.60402739172653
34.4873602532471 -5.91263922492366
35.7456935815518 1.97902741020798
31.262360266135 2.24569407580905
31.6623602645365 9.06236071523638
33.7540269228443 8.11236071903257
36.1373602466532 1.34569407940544
34.5956935861475 4.92902739841981
37.4956935745583 14.6873606927589
37.3623602417578 -7.0709725536283
39.3206935672652 -3.1043059028124
33.5206935904435 -0.262639247501006
32.9623602593414 9.58736071313849
36.5290269117547 -0.845972578503343
40.2540268968687 -3.69597256711477
36.070693580253 -8.04597254973221
34.0706935882455 -0.737639245602914
35.7623602481518 -5.88763922502356
35.5123602491509 1.53736074530621
38.212360238361 1.65402741150668
36.1290269133532 5.09569406442048
38.6956935697628 -3.51263923451403
38.487360237262 12.4456940350499
34.0790269215455 2.57069407451036
37.7373602402592 -3.3543059018134
37.9206935728599 0.112360751000494
38.9456935687638 11.7790273710473
32.9706935926414 10.1623607108408
33.8123602559445 2.20402740930889
37.3873602416579 -0.579305912902278
36.4123602455543 6.02902739402422
30.9790269339339 -0.129305914700474
30.4373602694319 1.30402741290528
39.537360233066 -2.76263923751103
33.0623602589417 0.787360748303207
33.9873602552452 -0.570972579602241
31.9540269300376 0.0373607513001986
31.9206935968375 8.98736071553608
35.6290269153513 8.26236071843318
36.5540269116548 12.6206940343506
37.3873602416579 12.8623607000516
36.1873602464534 10.3206940435414
37.7373602402592 -0.595972579502345
35.8706935810522 -1.15430591060458
33.2540269248424 -5.22930589432092
38.1290269053607 -5.02930589512012
39.3040269006651 9.05402738193635
32.6790269271403 8.41236071783377
33.5956935901437 -3.99597256591598
39.554026899666 -2.27930590610909
37.154026909257 4.88736073191964
37.0040269098565 12.7290273672511
